MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday
11,14.9,0.2,4.4,8.6,57,30,28,83,59,1003.3,1010.1,0
7.2,14.8,3.2,2.8,11,54,24,30,78,70,1020.5,1021.2,1
8.8,16.2,2.6,3.6,6.3,57,17,30,83,69,1020,1016.9,1
6.6,12.6,6.2,6,9.7,89,28,43,78,66,1005.6,1013.3,1
11.9,14.2,0.6,3.2,0,39,15,19,93,88,1015.8,1015.8,0
10.5,13,9.4,3,0,43,19,20,99,99,1012.7,1008.6,1
9.6,14.4,55,0.8,4.3,70,19,37,95,63,1013.1,1013,1
5.5,13.5,3.4,2.8,10.2,61,31,31,73,53,1020.9,1022.9,1
8.4,14.5,3,2.2,2.1,59,20,37,85,74,1024.2,1023.6,1
9.9,14.5,0.2,2,1.6,44,22,20,74,80,1025.5,1025.6,0
7.5,15,0.6,3.4,2.8,28,0,13,99,76,1024.6,1022.8,0
10.4,13.9,2.2,1.2,0.6,35,13,11,92,92,1015.3,1015.1,1
10.3,13.9,1.8,1,2.8,35,19,17,78,66,1020.5,1021.9,1
9.5,15.1,0.2,2.4,1.5,37,11,22,81,76,1023.3,1023.4,0
10.1,16,0,2.2,6.2,26,7,13,66,62,1025.7,1024.7,0
10.3,14.4,0.4,6.8,11,54,28,26,71,62,1021,1025.1,0
13.4,14.9,0.2,8,0,41,22,24,95,79,1012.9,1014.3,0
9.9,12.9,24.8,2.2,1.3,48,20,26,96,94,1011.8,1011.7,1
9.2,13.6,2.8,1.8,3.6,43,19,17,68,74,1018.7,1020.9,1
8.4,15.3,2,3.6,11.8,35,15,19,82,62,1025,1024.6,1
9.8,17.1,0.4,3.6,12.9,59,22,33,68,64,1026.1,1023.9,0
11.8,15.9,0.2,4.4,4.4,52,30,30,88,79,1022,1019.9,0
10.8,14.2,1.2,2.8,4.4,46,20,22,70,88,1017.3,1016.7,1
10.8,14.1,1.8,3.8,2.5,37,15,15,80,71,1020.2,1021,1
10.2,16.6,0.4,2.6,2.7,28,19,15,81,67,1021.9,1021.9,0
11.4,14.8,0.2,1,5.1,30,11,15,84,70,1021.6,1020.9,0
9.8,15.6,0,4,8.8,30,15,19,81,75,1021.2,1019.9,0
11.4,13.9,0,3.2,0.1,43,24,26,80,88,1014.5,1014.8,0
9.8,12.3,3,1.6,0.2,41,19,22,94,99,1012.8,1012,1
10.1,14.1,24.6,0.8,0.3,41,13,19,94,94,1011.1,1010.2,1
10.7,13.2,12,1.6,0.8,44,22,22,93,89,1011.8,1012.5,1
10.4,15.2,1,1.2,6.9,35,19,19,73,71,1015.7,1015.7,0
13.5,15.9,0,7.4,3.2,44,20,24,90,82,1008.8,1010.2,0
11.6,15.6,0.4,2.8,10.1,35,22,17,76,59,1018,1020,0
13,16.9,8.4,5.6,8.9,48,26,30,73,61,1003.5,1003.8,1
8.9,14.4,4.8,4.6,8.3,54,28,26,77,64,1005.6,1010,1
7,17.4,3,4.2,8.1,31,13,13,76,66,1018.4,1019.4,1
12.5,16.9,0,4,8.5,83,17,33,74,72,1005.8,1004,0
11.1,17.1,2.2,4,10.2,65,30,28,94,71,1008.9,1011.5,1
11.5,16.9,0.2,6.6,3.6,52,28,31,78,75,1011.9,1012.4,0
13.1,17.3,2,3,4.2,48,24,24,98,92,1013.8,1015.8,1
11.4,17,1,3,9.9,41,13,15,63,64,1021.8,1021.4,0
9.1,17.2,0,6.4,10.9,30,11,15,75,71,1022.4,1021.4,0
12,18.2,0,4,9.2,31,9,13,93,72,1022.4,1021.6,0
13.9,17.8,0,12.2,4.3,43,19,28,99,73,1014.1,1018.1,0
11.5,20.9,9.8,4.4,0.2,46,24,20,94,93,1016.4,1014.5,1
12.3,21.9,2.6,2,3,54,15,33,86,94,1006.4,1007.1,1
11.1,17,2.6,2.4,4.3,39,19,17,76,80,1014.6,1016.8,1
13.4,17.9,0,11.2,11.3,33,20,22,89,72,1013.1,1014.5,0
14.1,24.7,0,9.4,0,67,28,43,25,91,1003.8,1001.2,0
11.6,18.1,1.4,8.6,10.3,61,35,31,69,63,1007.1,1008.5,1
9.5,18.4,0.4,5,7.7,74,31,43,79,75,1003.2,1003.6,0
10.3,15.5,11.6,5,8.4,56,28,22,55,58,1018.1,1022.2,1
11.2,18.2,0,6.4,9.2,37,13,22,74,63,1026.7,1025.5,0
13.9,19.6,0,10.4,11.8,26,13,15,77,70,1021.2,1021.5,0
16.3,20.1,0.8,10,8.9,35,17,20,80,66,1015.5,1016.6,0
14.4,19.6,0.2,6,10,41,20,22,66,57,1017.3,1016.2,0
14.7,19.7,0,6,10.4,35,19,17,67,59,1015.1,1014.1,0
11,19.9,0,6.2,9.8,37,11,22,76,61,1015.6,1016.5,0
13.1,21,0,6.6,10.2,43,20,26,94,63,1011,1012.5,0
18,21.4,0,13,5.8,50,20,22,78,66,1012.5,1017.3,0
14.1,20.2,0,6.4,12.7,59,28,30,53,52,1024.3,1024.2,0
16.2,22.2,0,10.4,10,65,43,39,89,46,1009.1,1016.2,0
15.3,24.4,0,3.4,1,31,11,17,94,66,1007,1003.5,0
14.5,25.4,0,4.8,8.2,39,0,19,100,77,998.4,998.2,0
12.6,20.9,1.2,6.4,10.6,35,11,17,91,59,1010.7,1013,1
10.5,17.8,4,1.6,3.9,56,28,22,97,72,1000.2,1001.9,1
9.9,18.2,7,4.4,10.4,52,26,28,57,60,1010.9,1014.3,1
13.2,18.8,0.2,3.8,6.9,37,19,19,62,54,1022.8,1024.8,0
12.5,19.6,0,4.8,6.7,33,15,15,67,66,1026,1026.5,0
8.9,20.9,0,4.6,5.8,41,11,26,99,65,1010.7,1009.9,0
10.6,18.9,1.2,3.6,8.6,35,2,17,88,64,1014.4,1016.3,1
11.4,19.7,1.4,3.6,11.5,37,13,19,69,50,1022.7,1024.2,1
13.7,18.9,0.2,5.2,8.6,39,17,24,68,59,1025.1,1024.4,0
14.7,18.8,0,5.4,10.6,37,20,22,78,72,1024.4,1023.9,0
14.7,19.6,0,5,10.5,31,11,17,80,74,1024.7,1024.2,0
14.1,19.3,0.2,9.2,6.1,39,19,20,79,55,1019,1021,0
6.1,19,0,4.4,10.2,33,11,13,64,63,1022.4,1022.3,0
10.7,17.9,0,4.2,2.5,37,17,22,73,69,1025,1025.1,0
9.1,19.4,3,2,10.2,44,13,20,75,57,1021.7,1021.9,1
10.2,20.8,0,4.4,8.8,37,9,19,81,57,1020.9,1019.1,0
12.6,19.4,3.8,5.6,1.6,69,22,37,91,72,1001.5,999.6,1
9.8,18.2,4.4,3,5.1,50,15,31,91,57,1005.2,1006.5,1
10.3,19.9,4.8,2,4.9,54,15,26,97,71,1010.3,1012.4,1
9.4,20.4,0,4.4,10.3,28,7,19,95,56,1027.3,1026.7,0
11.2,13.8,16.4,7.2,1.9,63,28,19,99,99,1017.1,1021.6,1
9.7,15.1,24.2,1.2,1.9,30,9,15,65,57,1023.8,1022.8,1
10.2,17.7,0.2,3,5.9,39,11,22,70,66,1020.8,1020.8,0
11.8,17.9,2,2.6,4.9,30,7,17,90,67,1022.2,1022.1,1
12.6,19.9,0.6,2.4,5.9,37,15,20,84,64,1025.2,1024,0
16.7,21.2,0,3.6,1,28,13,7,94,88,1017.8,1015.2,0
14.7,18.7,0,2.6,1.1,17,11,7,99,86,1017.4,1016.8,0
8,20.7,0,0.8,5.3,24,2,11,99,72,1018,1017,0
10.8,18.1,0.2,3,5,35,11,17,76,71,1021.2,1021.8,0
8.5,17.9,0.2,1.6,7,31,17,17,62,51,1024.1,1022.5,0
13.5,20.6,1.6,2.2,0.4,30,11,17,99,75,1022.7,1021.6,1
14.6,19.3,4.2,3.2,0,35,11,20,89,85,1017.5,1015.1,1
16.2,20.6,11.8,0.8,0.4,20,11,11,100,84,1018,1015.5,1
14.6,19.3,0.2,2,5.3,39,7,13,100,92,1013.5,1011.3,0
14.4,18.2,2.4,3.2,5.4,39,19,19,80,93,1017.5,1018,1
11.8,17.1,0.8,2,1,50,13,17,80,88,1021.8,1020.1,0
8.6,18.3,0,3.2,5.7,26,11,15,98,72,1025.2,1023.7,0
8.7,17.1,0.2,1.4,4.1,31,13,19,99,75,1025.4,1023.2,0
11.4,14.9,6.8,2,6.1,61,17,13,54,64,1017.1,1018.7,1
8.1,15.1,4.4,3.8,7.5,52,22,19,66,60,1013.6,1017.4,1
3.1,21.3,0.2,3.6,4.3,46,20,26,62,59,1016.9,1010.3,0
12.2,16.6,23,4.6,4.3,56,30,33,93,67,1006.2,1007.5,1
7.3,15.4,14,2,5.5,48,9,11,77,61,1019.8,1020.3,1
5.3,15.3,0,1.2,3.6,43,13,19,74,63,1017.5,1012,0
9.7,11.7,2.8,4,0,72,15,7,96,89,1001.9,997.5,1
8.4,13.1,49.8,3.2,1,65,33,24,82,68,1004.4,1006.7,1
8.2,15.3,1.8,1,5.8,41,17,19,65,63,1013.8,1013.8,1
10.1,15.4,4.2,1.4,5.4,35,15,17,93,85,1018.2,1019.8,1
8.2,13.7,1.6,1.4,0.1,28,11,13,66,68,1027.4,1026.9,1
7.7,14,1.2,0.8,3.2,28,9,13,87,63,1029.5,1028.1,1
6.9,16.1,0,2.2,0.7,44,22,15,65,68,1016.1,1012.8,0
11.5,17.9,2.4,1.6,5.3,39,11,24,94,79,1017.1,1016.5,1
11,17.1,0.8,1,8.8,31,20,20,94,81,1023.7,1024.9,0
6.8,19.6,0.6,2.8,9.4,48,11,13,99,60,1030.1,1027.4,0
10.4,22.6,0,3.6,7.5,43,15,19,87,54,1022.2,1019.7,0
13.4,18.9,2,1.2,0,26,11,9,79,75,1021.1,1019.3,1
13.9,16.5,0.2,1.6,6.5,43,15,19,94,76,1020,1020.2,0
9.6,16.2,2.2,1.2,0.9,57,26,19,87,96,1016.1,1012.3,1
14.2,16.9,13.4,0.2,6.6,39,20,24,84,77,1014.4,1013.4,1
10.5,17.6,0,2.2,5.3,24,9,11,96,76,1016.6,1013.9,0
11.1,17.2,0.4,0.6,3.4,37,19,22,94,82,1014,1015.3,0
11,16.6,0.4,2,0,33,20,7,84,88,1016.8,1011.9,0
13.7,18,4.4,0.6,5.5,41,17,15,90,75,1002.9,1000,1
11.5,15.4,1.2,1.6,4.9,43,22,26,88,85,1010.7,1014,1
6.8,16,5,0.4,0.1,41,22,13,93,89,1017.5,1017.2,1
11.8,15.6,10.2,0.2,0,17,2,9,97,94,1019.5,1018.4,1
10.9,16.2,0.8,0.2,6.1,39,17,24,98,69,1019.1,1018.1,0
10.6,15.5,5.8,0.8,1.7,46,11,11,98,72,1023.4,1023.7,1
5,15.4,0.4,0.6,6,20,4,11,99,65,1030.2,1029.7,0
5.1,15.5,0,0.6,6,33,7,22,99,80,1032.4,1030.5,0
9.9,15.5,2.4,1.2,3.1,31,13,17,88,88,1032.2,1031.4,1
9.5,14.1,2.6,0.6,3.7,22,7,2,71,67,1034.5,1034.1,1
8,13.3,0,0.4,0.5,24,6,6,97,88,1011.1,1010.3,0
9.3,12.8,71.2,0.6,1,44,22,13,86,72,1018.1,1019.6,1
8,14.2,1.2,1,3.1,33,13,22,92,79,1022,1020.2,1
8.9,14.6,9.2,0.4,5.4,48,31,24,76,76,1018.6,1020.6,1
10.2,13.2,2.4,0.4,0,24,13,15,78,73,1030.2,1030.4,1
9.4,13.6,1.8,0.4,0,22,7,11,92,70,1032,1029.1,1
6.8,14.8,0,0.8,2.9,44,20,19,82,87,1009.4,1007.8,0
10.6,14.4,5.2,0.4,4,31,11,9,99,94,1015.1,1016.2,1
8.5,11.9,6.8,2,0.9,74,24,44,94,76,997,998.1,1
5.1,13.1,21.2,1.2,1.7,106,39,35,75,73,999,1004.9,1
9.8,14.8,5.6,0.8,3.4,72,31,31,70,94,1012.5,1010.6,1
10.6,14.4,11,1.8,5.6,74,31,30,69,60,1015.9,1015.9,1
7.4,11,12.2,3,0.7,78,22,44,94,81,991.3,991.3,1
7.7,11.7,14.2,1.6,9,61,26,19,85,73,1006.1,1009.8,1
6.7,13.6,5,1.6,4.9,46,24,22,92,73,1017.6,1020.2,1
8.9,13.8,0.8,0.8,0,28,9,19,80,82,1028.6,1028.5,0
9.2,14.6,0,0.8,0.4,31,17,22,94,79,1029,1026.3,0
9.2,14.1,0.2,2.4,5.8,63,24,30,87,88,1010.4,1007.7,0
9.6,13,12.2,1.4,4.5,61,33,33,88,85,1013.5,1014.1,1
8.6,13,1.6,1.4,8.2,35,15,22,84,76,1016.7,1016.3,1
7.4,11.3,2.2,3.2,0.3,48,19,19,95,75,995.8,997.7,1
7,11.9,4.2,0.4,2.5,56,30,26,87,67,1009.1,1011.9,1
8.3,14.4,6.6,0.6,5,69,22,28,95,78,1012.8,1011.1,1
6.5,11,12.4,1.4,6,46,15,19,72,66,1024,1026.4,1
5.2,9.7,0,0.6,0,39,17,19,79,81,1014.5,1009.2,0
6.8,13.8,0,1,3.7,63,15,26,94,76,1008.3,1004.7,0
5.7,10.2,15,3.4,3,87,35,35,77,63,1008,1009.6,1
5.4,11.8,7.6,0,7.4,46,17,15,81,71,1025.9,1027.4,1
5.5,12.4,2.2,0.6,3.6,22,0,15,94,90,1031.4,1030.3,1
5.8,13.1,1.4,0.8,5.6,19,7,9,99,83,1029.2,1026.5,1
4.4,11.8,4.2,0.8,0,31,13,19,97,92,1013.1,1008.7,1
8.4,14.9,5.6,0.4,4.5,43,17,26,96,77,1012.7,1014.5,1
10.8,14,3,1.8,8.1,35,15,20,84,76,1024,1024.3,1
10.6,15.2,3.6,1.8,3.2,81,44,46,86,83,1005.2,1005.3,1
11.5,15.5,5,1,3.1,80,35,39,89,78,1010,1007.4,1
11.5,13.3,0.8,2.4,0.1,98,43,54,79,70,993,995.9,0
4.3,9.8,20,2,5,69,24,28,67,62,1004.7,1014.7,1
3.9,13.8,0,1.4,7.2,39,19,24,63,69,1032.4,1030.4,0
8.3,13.3,2,2.2,2.1,41,9,17,98,80,1033.1,1031.8,1
9.1,15.1,2.2,2.2,5.1,28,9,15,86,63,1030.2,1027.3,1
7.7,11.3,6.6,1.8,7.7,48,20,19,63,67,1026.8,1027.9,1
6.3,11.7,2,1.6,6.3,35,15,15,71,68,1032.9,1032.3,1
4.7,11.9,0.6,1.4,3.5,31,6,19,74,85,1035.5,1035.5,0
5.1,13.6,0.2,0.4,3.5,26,0,9,92,79,1038,1036.6,0
9.5,12,0.8,0.4,0,20,6,7,80,75,1036.5,1034.4,0
2.8,12.6,0,1.8,6.5,24,0,15,95,71,1024.2,1021.5,0
7.4,13.5,0.6,1.2,7.3,30,9,15,87,65,1021,1020.1,0
9,12.7,0,1.4,1.9,31,9,15,68,75,1024.4,1023.3,0
7.9,13,0,0.8,1.8,24,11,9,69,60,1026.7,1025.8,0
7,13.5,0,0.8,1.9,24,0,15,79,63,1028.3,1027.6,0
6.9,14.2,0.4,0.8,2.9,19,6,9,83,69,1029.1,1026.6,0
3.8,18,0.2,1.2,4.7,31,13,13,87,63,1028.8,1026.2,0
3.9,17.1,0,2.4,1.8,59,17,41,74,86,1023.3,1021.1,0
9.1,13.1,5.8,1.8,7.9,54,33,33,72,82,1025.7,1025.9,1
10.1,15.1,2.2,1.4,7.6,35,15,15,82,76,1030.3,1029.1,1
4.6,15.3,0,1.4,10,28,0,13,99,77,1029.9,1026.3,0
9.6,20.5,0.2,3.6,0.5,52,17,24,69,36,1014.8,1009.9,0
9.8,13.6,8.8,2.8,3.9,44,13,22,85,82,1009.5,1010.2,1
7.3,13.5,4,1.6,8.9,35,19,13,58,63,1022.5,1023.2,1
6,14.6,2.4,2.2,8.8,24,6,13,88,69,1026.4,1026,1
8.9,13.4,5.4,3.8,8,67,33,24,67,66,1016.6,1020,1
4.8,14.6,0.2,3.2,3.1,31,9,22,80,64,1027.2,1026.4,0
9.7,15,0,1.6,2.4,30,11,15,72,65,1025.6,1022.8,0
8.9,13,2.4,2.4,7.4,57,30,30,59,67,1016.6,1018.6,1
7.9,13.6,2.2,3.2,4,33,15,15,65,56,1024.9,1024.9,1
4.4,14.5,0.2,1.8,7.2,24,13,13,72,66,1026.5,1025.5,0
1.8,15.4,0,1.4,9.6,26,6,15,66,52,1029.4,1029,0
12.6,15.5,0,7.6,0.5,35,7,13,97,85,1019.9,1023.8,0
12.2,15.3,0,6.6,6.3,41,22,19,91,82,1021,1017.6,0
12.2,19.3,0,3.6,7.8,54,6,35,98,82,1012.1,1012.7,0
11.7,15.6,0,4.6,9.5,26,13,15,82,73,1018.3,1016.8,0
11.2,15.6,0.8,6.2,9.6,69,33,44,87,63,1007.2,1011,0
11.5,16.6,1,5.2,8.1,72,39,41,79,62,1011.9,1015.2,0
10.5,17.1,0,3,4.3,54,20,35,76,75,1018,1016.4,0
11.9,17.2,0,3.4,6,39,19,26,87,69,1015.9,1014.4,0
7,30.6,0,3.4,8.1,65,19,33,75,22,1005.3,999,0
10.1,14.2,4.2,10.2,10.4,74,46,39,73,59,1006.5,1012.2,1
8.4,15.1,2,4.8,4.9,57,19,22,68,58,1023.2,1025.3,1
8.8,23.1,0,7.4,6.5,52,19,26,42,72,1013.3,1016.2,0
10.5,16,0,4,10.2,35,17,17,76,54,1022.2,1021.1,0
5.9,19.3,0,5.2,9.8,33,13,24,78,69,1017.5,1015.7,0
17.1,19.3,0,13.4,3.5,37,17,15,67,89,1014.2,1018.9,0
7.6,17.3,0,5.6,9.9,37,22,17,79,61,1024.2,1025.1,0
10.6,31.6,0,6,2.8,24,13,13,76,26,1013.1,1008.9,0
12,15.5,0,6.4,0.4,44,20,13,75,66,1014.8,1016.3,0
4.5,17.1,0,3.4,5.3,35,13,22,65,67,1014.8,1010.5,0
9.5,16.9,1.8,3.4,11,57,26,35,68,70,1012,1012,1
10.1,17.5,0,4.8,4.9,39,15,19,71,68,1021.3,1021.5,0
13.5,23.3,0,10.4,0.9,46,13,20,69,94,1003.7,1004,0
11.5,29.3,1.8,6.6,11.2,61,20,37,70,52,1007.6,1004.6,1
11.7,18.9,1.6,6.8,8.6,56,9,26,89,86,1009.1,1010.3,1
11.7,17.1,0,2.8,5.9,37,22,17,80,85,1022.1,1023.5,0
14,25.6,0,8,9.4,41,6,17,66,63,1006.4,1003.8,0
14.6,18.2,0.4,8.4,0,46,26,30,95,81,1006.2,1006.9,0
14,20.5,0,2.6,6.3,30,15,13,87,68,1010.8,1010.4,0
13.2,19.3,1.8,4,1.8,43,17,9,96,96,1013.2,1012.2,1
14,20.3,12.6,1.4,5.4,26,9,17,99,83,1011.1,1011.2,1
14.7,19.1,0.6,3.4,4.8,35,17,17,95,75,1010.8,1010.5,0
12.2,15.9,1,4.2,0.9,44,24,20,92,88,1013.9,1012.6,0
12.2,18.5,0,2.8,0.8,44,24,30,84,81,1010.9,1009.5,0
13,18.9,0.6,3.8,10.9,30,11,15,87,66,1011.6,1013.2,0
10.8,19.8,0,5.2,10.8,35,17,20,68,59,1017.1,1015.8,0
12.9,19.4,0,6.4,9.9,37,19,20,77,74,1013.5,1013.4,0
12.7,17.9,0,5.4,7.5,39,20,20,77,67,1020,1021.4,0
8,20.1,0,11.4,11.9,31,9,17,79,64,1010.2,1010.5,0
6.8,19.1,0,8,10.2,78,31,33,81,82,997.8,997.7,0
7.4,18.8,0,7.4,7.2,65,26,33,78,62,1005.7,1008.6,0
10.6,18.1,4.6,4.6,11.3,41,17,22,64,57,1018.2,1019.6,1
11,19.9,0,5.4,11.8,33,13,19,68,61,1019.5,1018.8,0
14.6,23,0,7.4,0.1,50,30,15,87,72,1010.2,1008,0
15.2,18.4,2,1.8,1.2,41,20,22,96,75,1009.8,1013.5,1
7.7,18.1,0,5.2,6.6,48,15,28,67,80,1011.1,1010.9,0
8.5,17.8,2.4,3.8,12,35,22,17,82,53,1018.2,1019.5,1
4.9,19.4,0,6.6,13.4,30,13,19,66,61,1021.5,1020.1,0
8.4,18.5,5.8,8.2,9.9,70,26,48,95,60,1000.2,1003.8,1
13.1,18.9,2.2,6.2,8.3,67,35,31,69,61,1009.1,1013.2,1
13.5,23,0,6.6,13.6,39,17,24,72,69,1021.3,1020,0
18.3,24.7,3.8,13.2,1.9,48,11,20,95,84,1009.5,1008.5,1
13.1,17.4,8.4,3.2,1.1,39,15,20,69,59,1012.4,1012.1,1
13.8,19.5,0,3.8,4.5,46,24,28,65,61,1015.5,1015.4,0
13.9,21.1,0,5.8,6.6,46,26,26,85,68,1017.9,1016.2,0
18.4,22.1,23.8,7.4,0,48,20,24,98,86,996.3,992.4,1
15.5,19.1,5.8,1.2,1.2,46,17,22,94,73,1006.6,1007.7,1
12.9,18.8,2.4,2.4,5.4,41,20,24,86,66,1011.3,1011.5,1
12,21.3,0.2,5.2,7.5,70,33,43,72,69,1007.6,1006.1,0
12.6,18.4,0,6,6.1,35,15,19,60,57,1017.4,1019,0
10.5,24.5,0,8.2,0,39,13,9,60,62,1004.4,1002.8,0
11.9,21,1.6,4,8.2,28,17,15,97,77,1009.4,1010.7,1
13,23.7,0.2,4,9.9,43,19,31,83,74,1010.2,1009.9,0
13.2,21.2,0.2,5.6,12.7,37,20,22,82,66,1007.7,1008.7,0
12.3,17.9,7.2,8.2,9.9,57,31,35,61,56,1008.4,1011.4,1
5.5,17.9,0.6,4,7.5,33,6,17,83,61,1018.1,1018.2,0
4.9,18.7,0,3.6,6,43,13,22,74,61,1019.4,1019.2,0
11.1,20.7,0,6.8,13.8,46,17,24,74,59,1022.3,1021,0
10,19.3,0,7.2,11,37,13,20,67,57,1019.3,1017.5,0
14.3,18.1,0,5.8,6.6,44,22,20,68,68,1015.6,1016.5,0
12.5,16.7,0,3.4,5,37,13,22,82,75,1016.9,1018.1,0
12,17.6,0.4,5,4.7,39,19,19,71,67,1022.4,1023.8,0
13.5,17.8,0,4.4,8.7,31,13,15,68,60,1024.9,1023.8,0
13,18.2,0.2,6,9.6,43,17,24,82,55,1022.3,1022.7,0
13.3,20,0,5.6,11,48,24,28,77,70,1024.9,1024.1,0
16.9,34.6,0,10.4,7.5,33,11,19,57,26,1017.4,1015.3,0
15.7,20.6,0,10.2,6.9,33,15,19,77,65,1022.2,1024.5,0
13.6,20.3,0,4.4,12.9,37,20,19,65,67,1026.5,1024.3,0
13.4,25.6,0.2,5.6,5,50,7,28,99,73,1019.3,1021.3,0
14.6,21.2,0.2,6.8,2.2,39,19,19,92,80,1017.1,1018.5,0
14.8,19.3,0,3.8,8.1,30,13,17,76,66,1019.4,1019.6,0
14.9,20.1,0,5,9.9,39,19,22,83,66,1022.2,1021.4,0
17,32.3,0,10.4,7.2,28,15,9,80,46,1011.7,1009.6,0
16.7,20.6,0,8,10,46,19,20,83,61,1015.5,1018,0
11.4,19.6,0,6.2,12,43,17,20,60,46,1022.4,1022.6,0
12.7,21.6,0,4.2,10.9,31,19,19,77,77,1017.8,1015,0
12.7,21.7,0,4,8.6,33,15,19,82,67,1012,1011.5,0
14.5,30.2,0.8,4.4,4,56,20,33,78,64,1004,1002.9,0
11.9,19.2,2.6,6,10.1,35,15,19,78,61,1013.7,1018.2,1
3.8,22.1,0,6,5.8,33,9,22,80,44,1018.1,1015.2,0
11,20.1,0,6.2,4.3,69,24,44,73,61,1015.1,1012.9,0
11.9,18,5.2,3.8,9.2,81,20,31,50,51,1019.2,1019.3,1
13.5,18,0,5.4,1.6,63,31,30,86,87,1013.6,1013.8,0
14.2,19.8,3.8,1.6,4.9,44,24,24,95,94,1011.9,1012,1
14.3,20.5,2.8,3.2,2.8,39,11,24,95,71,1012.1,1011.1,1
11.9,19.2,0.2,3.2,4.6,43,17,22,93,60,1013.3,1015.4,0
9.4,18.3,2.2,4.4,7.3,33,11,19,75,56,1020.9,1022.2,1
12.8,17.4,2.2,5,9.2,46,15,22,63,58,1019.6,1019.1,1
8.5,20.8,0,6,4.6,33,9,11,89,58,1015.6,1012.1,0
13.7,27,0,6.6,7.8,54,7,28,53,60,1000.2,998.7,0
13.8,21.6,0.2,5.2,6.1,59,22,41,59,73,1001.9,1005.4,0
12.3,18.8,3.8,3.8,9,46,19,15,65,54,1018.5,1022.7,1
7.7,19,0,5.4,10.3,33,9,15,62,50,1027.7,1026,0
11.4,18.4,3,6,2.6,54,31,26,88,75,1006.7,1012.1,1
11,15.4,1.2,2.2,0.2,31,15,13,56,52,1020.8,1021.1,1
10.5,19.9,0,2.6,3,63,17,28,67,43,1017.7,1012.5,0
7.7,13.6,14.8,4,4.4,80,41,50,72,92,1016.2,1016.5,1
9.9,16.2,15,1.2,4.7,39,17,15,74,73,1025.6,1025.5,1
10.1,17.3,4.8,1.8,4.1,24,11,15,98,68,1026.1,1023.4,1
12.2,28.7,0,5.4,1.1,59,15,30,59,24,1014.5,1010.1,0
11.9,15.8,1.6,3.8,10.4,41,17,22,65,54,1025,1026.4,1
10.3,16.5,0,4.8,8.1,37,17,20,61,60,1027.2,1024.8,0
11.7,16.9,0,2.8,3.2,28,15,13,77,77,1020.5,1017.5,0
7.1,16.5,0,0.6,3.8,31,9,11,82,70,1013.6,1011,0
7.7,14.3,5.4,2,0.7,35,13,7,97,80,1005.6,1005.8,1
10.3,14.1,15.6,1.4,0.8,50,24,19,77,64,1018.7,1020.6,1
11,16.1,1,1,6,33,15,11,74,80,1026.6,1026.9,0
10.2,15,1.8,1.6,1.9,30,13,15,76,77,1028.7,1027.3,1
9.1,15.5,0,1.2,3.6,31,19,17,78,80,1027.9,1025.8,0
12,17.7,0,1.8,5.4,41,19,26,70,82,1023.8,1023,0
12.6,26.3,0,2.6,5.7,41,13,24,75,35,1017,1012.5,0
11.9,19.2,0,3.6,4.9,46,13,30,90,78,1017.7,1018.1,0
11.9,15.4,0.4,2.6,2.7,22,9,11,71,61,1026.7,1025.8,0
6.8,15.2,0,0.8,0,41,7,9,83,68,1023.2,1017.5,0
9.6,18.2,0,1.6,4.3,56,24,30,80,92,1012.6,1013.1,0
8.7,13.8,8.8,1.8,9.4,50,19,20,71,47,1030.4,1033.5,1
6.2,14.8,0.8,2,8.3,30,13,17,70,63,1038.8,1036.9,0
11.4,15.6,0,1.4,5.2,31,17,17,65,64,1035.3,1032.1,0
11.9,16.5,0,1.8,2.9,33,17,13,86,86,1019.7,1014.8,0
12.7,18,0.4,1.8,0.4,59,19,7,96,88,1005.5,1002.2,0
8.7,14.5,11.4,1,3.2,41,9,20,93,86,1009.8,1013.1,1
9.9,14.1,9.8,0.8,0.6,39,17,13,81,76,1021.6,1021.7,1
9.4,14,1.8,1.2,6.3,31,15,15,87,88,1025.2,1025.3,1
11.1,24.4,0,1.8,8,17,0,6,94,58,1028.3,1024.6,0
10.2,27.2,0,4,10.6,35,4,19,100,38,1022.7,1018.3,0
12.1,21.8,0.4,5.4,6.3,41,11,22,94,67,1018,1018.5,0
11.4,18,0,5,7.6,33,9,15,63,48,1027.4,1026.5,0
11,18.9,0,4,0.4,17,2,9,92,73,1018.8,1016.9,0
12.4,18,8.6,0.6,4.4,31,6,13,100,66,1018.6,1017,1
6.1,17.6,0.4,1.8,3.2,33,6,15,100,76,1019.4,1017.8,0
7.4,16.9,0,2,3.6,57,4,15,99,71,1021.4,1020.2,0
9.8,13.5,1.2,1.6,0,26,13,11,62,62,1026.9,1025.6,1
9.6,15.2,0,1.8,2,46,9,6,73,58,1025.6,1022.7,0
3.4,16,0,1.6,1,24,2,13,99,62,1019.7,1015.5,0
6,14.6,0,0.8,1,43,4,19,94,73,1016.2,1015.4,0
5.9,14.6,5.4,0.8,5.3,31,0,9,99,55,1022.1,1021.1,1
-0.3,14.4,0.2,1.6,3.8,24,7,9,99,49,1020.4,1015.4,0
3,10.4,4,2,7,48,15,7,76,91,1010.5,1009.5,1
4.7,12.7,7.4,2,0.6,24,7,7,99,100,1012.5,1010.5,1
